,text,COMMENT_COUNT
560,Snarky puppy best,1
561,love,1
562,Isso uma banda uma puta orquestra Os caras nata dos melhores Uma odissia,1
563,got enough guitar players,1
564,gonna break neck,1
565,The audience like zombies one Ha I one I love band,1
566,This must coming somewhere outside space unreal yet bloody funky subtle well Amazing work bunch technicians included course For probably spent several days setting whole place absolute perfect result Just question double sound take horn wind ribbon type microphones That seems wanted make sure Keep enjoying,1
567,I interested guys ever heard In Memory Of Elizabeth Reed Allman Brothers much sound comes straight fusion piece,1
568,Wow Grandiose Everything done LIVE NO TRACKS LOVE IT What great sound video well,1
569,The open Mahavishnuee,1
570,Amazing,1
571,,1
572,Thanks posting,1
573,,1
574,Not enough woman They least half woman,1
575,The gospel according Snarky Puppy,1
576,Bill moog solo love Bill gets spotlight small tasty moment,1
577,Wow The joy one must feel room listening music geniuses,1
578,AMAZING JUST AMAZING MICHAEL LEAGUE AND BILL LAURANCE PLAY A NEW FUSION JAZZ,1
579,The break band could include percussionists sitting clapping You thought audience HA,1
580,Now opposite Metaverse puts eyes mask look stay sugerberg profit,1
581,Holiest Lines holes Eeridesense drums trigger soul Food SOUL FOOD,1
582,Deep like minds Minolta,1
583,aie aie aie excellent excellentissime Thank,1
584,mins get meat goes seconds back corny building riff Nowhere good song Lingus,1
585,Its missing energy made Snarky Puppy good The musicians feel kind burned uninspired Tenor solo pretty lame,1
586,Watching Snarky Puppy play always experience,1
587,Love video Does anybody know footages included album release case earlier albums,1
588,comeo tambem,3
589,final da musica eh uma coisa anormal,3
590,nao nao tem como muito bom,3
591,I would damn near heart attack yall went praise break,1
592,This kept taking turns I expect lol,1
593,lingus,1
594,,1
595,How much cost ticket see guys,1
596,go home,1
597,,1
598,Can I please get extended extended version,1
599,Yeah I felt words describe Music,1
600,hell kinda cymbal Zildjian Dude take back warped heat,2
601,Producer So Michael Snarky Fam would like include next venture Michael League yes,2
602,I really hope aliens watching us catch moments,2
603,Guitarists know try layer multiple takes recording take take take trying get timing tight live first try sound like ONE GUITAR Those notes start END perfectly sync damn,2
604,Sounds like soundtrack movie genre doesnt exist yet Amazing,1
605,accidentally played x speed much better ppl clap fast haha,1
606,Butter,1
607,You guys really best That deserves mlns k views Waiting new album,1
608,You stepped music another level And Radiohead would say one songs Everything right place,1
609,Bucket list See Snarky Puppy perform live,1
610,Love,1
611,Did someone notice legendary Jubu Smith,1
612,For,1
613,Great googly moogly good,1
614,Way outta da park,1
615,Whoa,1
616,larnell needs signature tripp pants deep pocket,1
617,seth rogan guitar Jokes aside marvellous,1
618,Watching video Sean Martin Transported somewhere dimension musical bliss Fucking incredible I expect nothing less You guys amazing Thank,1
619,Awesome Already enjoyed times today setting new speaker system church It perfect I mean pretty perfect bigger always better bigger speakers better,1
620,ngl lost bit Immigrance one amazing I wait hear,1
621,walls would saying thanks guys Love,1
622,Karunia Allah yang jatuh ke bumi,1
623,I probably listen high quality setup I might cry much,1
624,My boy Larnell Lewis Unreal performance,1
625,change band member especially keyboard player,1
626,They bringing back We Like It Here Family Dinner Sound Tears eyes Waited nearly decade finally,1
627,Too much diversity,1
628,BOOM,1
629,Abstolutaly terrific,1
630,SNARKY No deja de sorprenderme wooowwww,1
631,,1
632,Im trained musician I appreciate great music This mind blowing Then see multiple drummers keyboards play one accord nothing short amazing Hopefully Ill get catch guys live one day,1
633,Loving change ups one,1
634,I seconds already existential crisis,1
635,call dibs theme song ever become worlds powerful anime detective assassin billionare mecha pilot space pirate boxer,1
636,felt holy spirit end,1
637,got love guys front row competing show appreciates groove,1
638,got free headphones,1
639,Hot damn,1
640,Man Just WOW,1
641,OK really good WTF audience wearing headphones,1
642,The groove insane Sound Engineer made equal job This sounds amazing,1
643,Do know bring funk,1
644,Good music event sucks people chained seats,1
645,Next level,1
646,This project precious steady delight us,1
647,sooo good,1
648,What point gig headphones It sad statement modern world Everyone heads I think concept sucks,1
649,The Horns,2
650,I actually didnt intend say anything sound says Too much,2
651,Mind blown Thank,1
652,UZEB,1
653,Anyone else gets Frank Zappa vibe,1
654,I like broke Shaun Makes cry everytime I watch So awesome,1
655,T H E L I C C,1
656,It would awesome guys song Guthrie Govan,1
657,Is anyone else counting,1
658,Yall better give Praise LOL,1
659,Amazing collaboration musicians See put minds talent together,1
660,Usually mixdown hard Taking tracks stereo surround image sounds good across sound systems car plus adding sonic niceties reverb usually hard creating sonic palette various performances basics dubs time When someone writes great song gets arranged beautifully enough musicians play parts live recordists amazing job capturing instrument plus sound room put faithfully media The mixdown becomes embarrassingly easy simply bring faders balance maybe tweak something maybe sit back smile I suspect mixing probably like,1
661,Could really REALLY without goofy head boppers front Kinda like watching Streisand sing tolerate obnoxious distraction incredible music,1
662,O swing chega e derruba voce da cadeira,1
663,It awesome see new sessions u guys Uge fan I love,1
664,somehow I felt Shawn Lane vibe around Anyone else,1
665,,1
666,When snarky puppy praise break thats world heal Lol,1
667,ce n est pas la meilleur,1
668,extended version needs actual album,1
669,What killer band My introduction fusion jazz easily best musicians planet Larnell man I saw replying ato comments know monster though probably need say JT Jamison killing always I wonder man Sput I hoping catch live since forever ago probably gonna come live show Germany October th hope see,1
670,Gokssss verryy veryyy goodd mannn,1
671,That organ end though Was start something,1
672,There something band incorporates drummers percussionists guitarists including bass guitar keyboard players alpha And omega,2
673,I absolutely love always manage find spot song Shaun Martin gets opportunity shine well play notes dance ass,2
674,Can disable ads It good song total bummer three commercials play every time I want watch,1
675,bass clarinet goes fucking hard bruh,1
676,Super SUPER THE ARTIST,1
677,,1
678,actually insane words,1
679,No words really justice pure Beauty Sean I believe name scream let end I jamming improvising Special like So awesome witness I got fucking teary eyed intense relatable We anything pure conduits antenna vessels whatever want call Sean well guys group blessed us enjoy Watching everyone elation pure Joy Special humble opinion actual performance Everyone room felt vibration energy simply overwhelming Great way times Sean let raw way end kind encapsulated everyone rooms HIGH vibration energy Continued Blessings,1
680,Based single amount musicians I feel like album produced And I,1
681,Never gets old This stuff keeps getting better age I glad I stumbled across guys years ago broadened musical library THANK YOU,1
682,Mossooo os cara cria coisa top,1
683,That Outro Most Definitely That Earth Wind Fire Feel Sure,1
684,Larnell Sput Nate Sign,2
685,Look drums Woohoo,2
686,Oh man long Welcome back peeps I Am So F HAPPY,1
687,DAAAAAAAAMMMMMMMNNNNN,1
688,dare commercial interrupt first listen realize I genius never interrupted,1
689,We feel guy long hair crowd feels,1
690,Yep Expressive E Osmose atop Rhodes Holding breath delivery mine Oh also bad bunch youngsters,1
691,Literally everything changes beautiful,3
692,I saw guys live came Austin Texas What phenomenal concert Would love see guys perform This extended version Trinity transcends us next level IYKYK Keep making music Snarky Puppy,1
693,The set iconic,3
694,Quartermaster end haha,1
695,Missing cello player,1
696,Fantastic,1
697,Thank No really Snarky Puppy rules,1
698,Vrios pombos de fone kkkkkk,1
699,Had pull nice nice headphones one,1
700,This Bliss,1
701,What gender distribution audience tell us instrumental music As band I suppose I know Alert cultural war sexism intended empirical assessments,4
702,There death penalty fucker placed advert song finished,1
703,The one thing I like Larnell setting praise break end NOBODY picking,1
704,Como sempre espetacular J estou acostumando mal todo lanamento Snarky eu j sei que vou apaixonar,1
705,,1
706,The groove nice everything great VERY frustrating try listen two ads ONE minute music This beyond absurd It makes music unlistenable,1
707,Excellent,1
708,females allowed band audience,1
709,THEY ARE JUST THE BEST WOW,1
710,TY,1
711,Oh Damn Was Nard end,1
712,A question musicians The risk mistakes increases number musicians increases form Big Band As sheet music performance recording producer low level risk aversion mistakes corrected edition recording Or musicians extraordinary memory Anyway Snarky Puppy great innovator instrumental music century great jazz pop rock Big Band At release wait anxiously next great live studio recording,4
713,Engineered Nic Hard Matt Recchia Michael Harrison Engineering assisted Skyler Childress Michael League Shakthi Prasad KT Mixed Nic Hard Mastered Dave McNair guys deserve claps well mixing insanely good,2
714,Nard Beautiful exists,1
715,Love guys,1
716,WHY IS EVERONE BOBBING THEIR HEAD THEY LOOK LIKE DUCKS,1
717,Created musical composition heavenly good got question music exists tho,1
718,The kind band wish could start,1
719,Ufff,1
720,Yuuuuuuuuuuuuuuuuup,1
721,Just thankful I get earth time guys theyre nothing short phenomenal As aside I cant help feel theres something else Shaun Martins reaction end privy,1
722,beginning feeling like movie intro,1
723,,1
724,dcolle pas cest agaant jpp,1
725,Super cool instant favourite,1
726,,1
727,This still giving goosebumps I listened like times repeat So good,1
728,Marvelous Enjoy Glasto guys xx,1
729,Everybody say Blessed Blessed Blessed,1
730,IS concert Guys No Women Video Talented Tight Not cup tea No HEART Just,1
731,Musical ensemble perfection And back Awesome usual grooving impossible sit still,1
732,somebody felt real deep bass ooooo,1
733,What keyboarder Kemper,1
734,The camaraderie spirit sound performance got smiling ear ear like Cheshire cat This one beautiful experience,1
735,Boom,1
736,Damn wish gospel shout end,1
737,Thank beautiful concert movie Perfectly staged enlighted filmed finished Benchmark,1
738,That triangle groove,1
739,These ads know fuck greatness,1
740,Dwight Schrute killing sax O,1
741,The gospel I would say main message Bible work Jesus Christ Son God He cross humanity But talking Jesus cross need look problem humanity problem every one us faced Despite efforts person cannot earn way heaven Romans says For sinned fall short glory God Anyone examine know even though yes sometimes good also evil times We commit moral crimes rebel God Bible calls sin We lie steal blaspheme God lust hate brother hearts These sins likely every person earth committed God loving holy merciful among attributes He also perfectly Like crime sin punished If God punish sin He would unjust He would corrupt Someone take punishment Romans says For wages sin death free gift God eternal life Christ Jesus Lord This talking spiritual death physical death die sins go hell There good evidence humans souls Near death experiences one evidences There part lives past physical body God sent His Son earth years ago His Son Jesus Christ Jesus Christ promised Savior world He fulfilled hundreds prophecies coming world Jesus born virgin lived sinless life crucified cross payment sins God poured His wrath Jesus place meaning justice God satisfied sin punished While still enmity God God still wants save us Romans says But God demonstrates His love toward us yet sinners Christ died us Three days Jesus crucified He rose proving His payment enough He He said He Son God There real world evidence life death resurrection Jesus Christ This nice story Scripture tells us repent put trust Jesus follow Him Lord Repentance means change mind means turn life following sin life following Christ Salvation free gift cannot earned No one perfectly moral impossible This way presence God heaven It important reiterate cannot save gift God one saved God rich mercy ready forgive cry Him sincere coming God flippant thing Repent place trust Jesus Christ alone today day salvation Ephesians says For grace saved faith gift God result works one may boast Salvation gift There way Jesus Himself said He way truth life one comes Father Him Jesus way truth life Romans says That confess mouth Jesus Lord believe heart God raised Him dead saved,1
742,So nasty,1
743,The bass clarinet,1
744,When get another one legendary flood tho,1
745,Super cool kinda hard enjoy theres Midway ads,1
746,Snarky ppupi increbles fantastico sonido coordinacion sobre todo muy buena msica,1
747,Yall still got Love sections Just sucks ad minutes Would nicer pre post roll,1
748,This one song set,1
749,Insane,1
750,What world flat keyboard top Rhodes Looks cool heck EDIT FOUND IT It called Osmose made expressivee,1
751,Awesome Tx,1
752,How possible assemble large group musicians without single woman,1
753,AWESOME,1
754,Absurdo,1
755,Is anywhere I get sheet music I gotta play licks,1
756,Absurdo,1
757,As usual amazing,1
758,This audience exactly I expected,1
759,I noticed many cymbals bent holes I hope got discount slightly irregular percussion Another great tune awesome band,1
760,That Internet,1
761,rhythmic harmonious time complex sounding simple,1
762,Os caras fora da curva,1
763,Animusic type beat,1
764,So good see guys together I tell appealed music geek equipment geek,1
765,Hell yeah Love,1
766,first man public realy feeling groove,1
767,Well I know I dance moves I never done,1
768,This ONLY way record band capture really,1
769,Lawd ha mercy These talented gentlemen,1
770,simply incredible,1
771,Oh another SP album get seriously obsessed,1
772,Would make superb bond theme,1
773,,1
774,amazing impressed I band recording video composition production etc yet still left emotionally left cold,1
775,done melody vamp shout groove scary,1
776,Another spectacular performance I huge fan stoked see SP Cincinnati TOMORROW NIGHT Steely Dan Sadly seeing live great I able experience music way people It would amazing midst many amazing musicians SP best,1
777,EXCELENTE toda una escuela FELICIDADES Lopez,1
778,Waaaooooowww,1
779,MASTERPIECE although Cory Henry would beyond imagination,1
780,Thank goodness,1
781,The bass clarinet badass color,1
782,bananas SO point absolutely love everything guys put No clue guys shot never even see cameraperson amazing,1
783,Sonzeira,1
784,Is comments missing every video right,1
785,And friends sitting around basking dreamland,1
786,This best thing I ever heard holy crap Snarky puppy going places,1
787,intresting isnt Michael great nonetheless,1
788,These favorite musician favorite musicians,1
789,FENOMENALES COMO SIEMPRE,1
790,The final shot Nard Made heart smile Harold went IN I saw face He got full real quick hold Man I love much U know whole band killing done even see Mike League first minutes Mark u composed BANGER boi A sho nuff hope die big ole greasy BANGER Headphones justice So I headed car drive next minutes So I give baby runs real speakers,1
791,Michael upped got lads back together Wonderful,1
792,I almost feel like one released Halloween Hell tune,1
793,A fantastic band groove musicality I love Thank artists,1
794,I wonder sounded room without headphones,1
795,Can wait blow Bring back,1
796,Got nice Herbie Hancock Mwandishi era sound groove Props Eddie Henderson Bennie Maupin,1
797,Too much quantization autotune half band even playing anything sitting headphones,1
798,How play drummers step anyone feet,1
799,like listening first time AMAZING,1
800,It like well orchestrated spy movie soundtrack,1
801,Oh Here go Another masterpiece Everyone right place terms arrangement mix sounds outstanding Thanks guys,1
802,And memory I see anyone reading Amazing writing arranging playing mixing recording,1
803,killer hahahah,1
804,Incredible good,1
805,Hanging cloth humming sanityMusic healing powerthe power three,1
806,Just amazing Sadly Portugal included european tour Can feel sort Pink Floyd Shine On,1
807,RIP Dallas legend Bernard Wright He gentleman dancing end video WoW,1
808,Marvelous,1
809,amount gear production must taken blows mind holy shit,1
810,mastering,1
811,The Clearing vibes,2
812,A banger,1
813,THE VICTORY LAP,1
814,You know band knows shit half members wearing glasses,1
815,The thing would make better would trombone two,1
816,Snarky Puppy keeps getting better better Love jam,1
817,SENSACIONAL SOU MUITO F,1
818,These ads middle song illegal,1
819,They really updated synth collection Sheesh,1
820,Excellent production much talent one session From paper people tech musicians Mr Martin almost made get holy ghost let say vibes music,1
821,Top Pops Next Level Boogie Wookiee Crawdaddy Jamtastic,1
822,This Djazz,1
823,YES,1
824,jaga jazzist esque e day,1
825,I discovered Snarky Puppy early I never headbanged hard life Shofukan What About Me Sleeper Jambone Lingus Binky Trinity part religion,1
826,A feat arrangement production stonking good track helps Thank people involved includes generous funders,1
827,The ERA Big Band back without inflated EGOS Gotta love Harmony Humility MUCH LOVE GUYS,1
828,Bravo,1
829,They create vibe create atmosphere,1
830,Amacing,1
831,ta buenisimo como lionel mesi,1
832,,1
833,Fuck yes done I scared go live show shock forever,1
834,Dancing office desktop right,1
835,Heard live OKC last week Pure fire,1
836,Fascinating music brilliantly played recorded These sessions special occasions people witnessing extremely lucky The concept smart approach brings best performers opens door magic,1
837,Shaun taken church end,1
838,Larnell playing whole song would made top snarky All drummers awesome BTW,1
839,Beautiful Songs arrangements Im always looking guys listen capture I Songs arrangements Awesome Musicians arrangements Thanks music musicianship,1
840,man letieri keep loving music Also nod van halen keyboard letieri thing,1
841,That groove movin tears WTH,1
842,Im happy Snarky Puppy back,2
843,The last show I witnessed Snarky Puppy Live Royal Albert Hall London I ready album tour,1
844,sums reaction pretty accurately,1
845,Hey Michael many percussionist need Yes,1
846,Aaaamazing,1
847,Wow mix something else I would love learn engineer mixed mastered session Mixing large number instruments easy You could feel hear instrument crystal clear Great job done And band You time favorite band,1
848,also DVD release,1
849,When I see huge bands like I figure person takes home like gig,1
850,Kudos audio engineers Amazing Mix,1
851,This neo king crimson,1
852,This song amazing talk huge mix sounds This breathtakingly gooood,1
853,Interesting shuffle groove Nice,1
854,I miss guys,1
855,Love moment triumph Shaun Martin gets end pure emotion fitting reaction job done well Hat always crew wait album drop,1
856,I love vigor,1
857,This piece spectacular Love layering transitions,1
858,I feel like Snarky Puppys prep recordings must go beyond rehearsing music For group size express apparently consistent joy positivity Id think intentional Group meditation Retreats Profit sharing Twister maybe power music nahhhh couldnt,2
859,I likes m_b cory,1
860,This world peace must feel like absolutely stellar,1
861,Oh gosh groove deep,1
862,Awesome,1
863,That distorted guitar stereotypical video game sound could straight Mario Sonic game D,1
864,Larnell almost started whole praise break That woulda made x better,1
865,Shaun Martin reaction organ priceless Everybody needs friend like,1
866,LAYERS upon LAYERS upon LAYERS upon LAYERS This song moving machine sooooo maaannnyy gears The vamp sus chord end surreal lush,1
867,MF Rick Grimes killing percussion,1
868,That bass clarinet riff,1
869,ehh,1
870,came Destiny stream disappointed,1
871,third listen wheeewww,1
872,worst woke band ever,1
873,Yet another work art,1
874,Brilliant And I glad guys honored Bernard Wright like I cant wait see hear performances album I used go see Pussycat Lounge Monday nights years ago Wes Funky Knuckles UNT crowd whoever town always something supernatural He somewhere Prince McCoy Tyner,2
875,I waiting long,1
876,Man insane,1
877,starts vibe goes higher clouds stars sky,1
878,I could watch Shaun diggin whats going I remember band NTSU back called The Nucular Hamsters I think going direction Maybe influence maybe theres something funky Denton wateryeah thats probably,2
879,I wait full album release September I love forever Snarky Puppy Greeting Brazil,1
880,Awesome like mayonnaise chocolate chip cookies music,1
881,Yaaaaaaaaaaaaashhhh,1
882,good shaun martin church end,1
883,Shaun Martin everyones facial expressions yet,1
884,Last time I saw heads nodding groove like Steely Dan concert,1
885,This type music I wanna get sacrificed jungle,1
886,This church,1
887,I fell love music much thanks band great musicians video,1
888,This content good watch free,1
889,Lingus ish feelings rn,1
890,I speechless wow,1
891,Voltaram com tudo,1
892,I promise least one high school band kind band props intricate choreography flag carriers costumes use tune show fall,2
893,Maaaan listening headphones trip The panning guitars come around funky sounds absolutely gorgeous,1
894,Still chasing high Lingus years ago,1
895,Ear morphine I push fucking button enough,1
896,Yeah slap ad right middle shit Mmmmm immersive servile song,1
897,Great stuff,1
898,This kind music makes play love music,1
899,Thanks youtube algorithm suggesting gem artist,1
900,Top level musicians fun,1
901,A month ago I know Snarky Puppy days ago brand new We Like It Here CD DVD arrived yesterday I watched entire DVD twice I find new SP stuff last freaking Friday Man I feel lucky,1
902,amazing,1
903,Lingus Das good shit,1
904,Is ad Kemper,1
905,indisputably superb work modern music My hat Mr Letteiri stunning comnpositon hat bassist Mike League providing steady fluid bottom marvelously complex composition My hope restored modern music thanks kick ass ensemble musical expertise served genuine groove I looking forward new album,1
906,The way Michael League plays bass effortless act kind I ever seen absolutely beautiful Bloody magicians,1
907,Gotta love Pupps,1
908,emoji flamme emoji flamme emoji flamme,1
909,You cannot bring enough drums,1
910,Stop guys DAMN D,1
911,The OG Gang back Except Cory,1
912,Words fail Snarky Puppy wow,1
913,Anybody insight title,2
914,wow caught violin,2
915,Just words drum mers,1
916,Good back,1
917,Yall really went church end Freaking amazing always All amazing musicians And THREE DRUMMERSAll faves,1
918,September Aaaaaahhhhhhhhhhhh,1
919,I love Michael League things I cant understand recording For instance It sound like soundtrack action film What music say America today whats happening country Its seems like nostalgia instead saying something music connect people Great playing though,1
920,That guitar sound delicious,1
921,From sound engineering groovy collective momentum members specially public A simply wonderful moment drink sip I satisfied thank,1
922,Off charts mazing As always w crew,1
923,Beyond cool Keeps getting better,1
924,usual mind melted would melt,1
925,This musical orgasm Period,1
926,The song great know wanted Larnell camera time,1
927,Amazing Greetings hugs,1
928,Tool empest intro,1
929,Oni radza sobie jakos Czyz nie,1
930,Can appreciate three drummers manage sound like one person playing,1
931,I stank face whole song Amazing usual Snarky Puppy,1
932,Who trumpeter,1
933,Should bring German guitarist Martin Miller Featured guest,1
934,Why women place,1
935,This inspiring otherworldly experience sitting room world class musicians Im grateful group absolute emotion create,1
936,The dudes front trying anticipate beat,1
937,And They Back,1
938,Band lame fuck well,2
939,Their fans fucking lame always,2
940,Seated audience No sense,1
941,Did disappoint,1
942,I even begin imagine much money spent setting,1
943,jeff porcaro approve groove,1
944,I really admire Snarky Puppys ability maximalist yet still tasteful Every instrument still playing essential role final tune,1
945,I got lost counting guitar players drummers Lol Awesome tune,1
946,THANK YOU GUYS,1
947,In end I thought church Lol,1
948,Astounding wonderful always Just love Snarky Puppy Wish I could,1
949,Hallelujah,1
950,moment right amazing musical moment like ends remotely musical sound electrify room even silence heavy,2
951,WOW seriously hook AWESOME I wait watch,1
952,dudes matured like fine fine wine,2
953,thrown party ears thank,1
954,Oh yeas,1
955,The section gives whole new meaning song Soo groovy Thank Snarky puppy,1
956,YES,1
957,So good,1
958,The poor audience stuck sitting Im chair garage dancing Killer tune,1
959,saw live week ago I body experience,1
960,These modern day symphonies Aural journeys,1
961,I understand horn section made several different people sure sounds like playing using brain,2
962,Man I mean Wow,1
963,Avengersassemble,1
964,So good The thing time get end dont even remember beginning cool arpeggiated guitar chord progression That ending part sick,1
965,goddamn,1
966,Anyone else think SP generations Zappa Mothers minus gonzo lyrics Complex orchestrated pieces involving dozen give take musicians musicians led guy composes guitar Odd time signatures almost painful play complexity handled aplomb,1
967,The jammingist,1
968,Love see live session Awesome band love guys,1
969,One thing I really like Snarky Puppy Shaun energy man Dude pure music energy,2
970,Dude Mark really fucking awesome producer,2
971,Soooooooooooooooooooooo looking forward album gig London October,1
972,Big Louis Cole vibes part starts Great tune,1
973,Aside awesome musicianship engineering feat amazing All headphones mics Looked like woodwinds mics mention percussion Who ever engineered deserves energetic appreciations musicians get No,1
974,,1
975,Larnell Lewis Inspiration My everything I truly didnt comprehend drums Ive playing years I heard We Like It Here Larnell And percussion gods Snarky,1
976,Brilliant,1
977,A moment savour fast eat spread die welcome back SNARKY much missed,1
978,Does Cory Henry still play guys,1
979,They fucking BACK baby,1
980,Snarky Puppy absolute MONSTER band And theyre top game recording So glad next live cd dvd release Even killer fact TWO drummers appears Jason JT Thomas time FAVORITE Snarky drummer Larnell Lewis FANTASTIC,1
981,There definitly Tool love The melting genres always perfect,1
982,Man This groove illegal damn good,1
983,The world might suck times group people never fail make reconsider,1
984,Kirk Franklin vibes end Love song I started worshipping along,1
985,,1
986,They shoulda went Lol,1
987,This piece music mad crazy good Wish I session Props Mark Lettieri mad piece work one little keys sounds like nod brother Eddie nice broaden fanship mainstream interest regardless thanks best come,1
988,Yes phenomenal musician well Snarky Puppy would never great without Shaun Martin antics,1
989,Your longer hair looks dope Chris,1
990,God damn,1
991,Sickest thing Ive heard,1
992,After several album long hiatus video style live albums feels damn good see The human element seeing play interact together absolutely something else These guys continually top game favorite band years If seen live disservice,1
993,Gorgeous vibes,1
994,Mad Halloween vibes Love,1
995,Never seen many Kemper stage,1
996,More magic starts,1
997,gonna release whole footage,1
998,This sounds like great movie soundtrack Someone write screenplay around,1
999,Any way could get version without visual effects,1
1000,We thank snarky puupy The world thanks,1
1001,What I say Snarkamazing,1
1002,Magical many levels,1
1003,oh feeling We Like It Here band Zach At last missing Cory,1
1004,This sound amazing,1
1005,My God I love I found guys years ago An actual jazz band since Spyro Gyra knows science music sound transformative sound Thank,1
1006,Can anybody explain exactly pencil mic,1
1007,I love new tune groovy And theses smiles playing And time signatures changes,1
1008,That groove end,1
1009,Marvelous arrangement great musicianship,1
1010,Amazing always would really love see snarky puppy play bpm techno break beat,1
1011,The guy second row us masterpiece bless ears,1
1012,Jesus might well named tune Hold Our Beers,1
1013,It pure vibes room,1
1014,thank I love,1
1015,Love,1
1016,Plz put extended version Spotify Cant get enough ending,1
1017,Incredible jam It amazing getting close years keep composing fresh material This tune loop house rest day,1
1018,Aaaaaaaaaaaaa perfeitoooo,2
1019,Somehow I think Earth Wind Fire September final Part,2
1020,,1
1021,Thanks retiring Love,1
1022,Gotta around million bucks worth equipment room You gearheads wanna watch full screen times,1
1023,Phenomenal I feel like everyone opportunity confront go much deeper craft two years isolation It brilliant So much deeper A different level game,1
1024,The drop,1
1025,How many musicians need All,1
1026,That little flavour Bobs soprano adds brass parts perfect,2
1027,JUST A MASTERPIECE,1
1028,Michael slapping new one Nice,2
1029,This WILD The hot groove stop masterpiece,1
1030,,1
1031,Just one word needed Class,1
1032,I crying crying,1
1033,Can believe I finally going see live Bulgaria less month Can wait,1
1034,Mario kart,1
1035,How many Kempers single building,2
1036,I wish I one Listeners sitting Love Pakistan P shots video crazy percussionists guys Com onnn,1
1037,This incredible Can wait album,1
1038,This gave goosebumps,1
1039,Amazingg,1
1040,Freaking sick,1
1041,That intense tone p bass perfection,1
1042,When whole album coming,1
1043,Snarky Puppy thank existing,1
1044,Got hear live days ago Amazing concert,1
1045,My goodness yes,1
1046,Great track performance One gripe advert middle I know GroundUp band need paid surely better way found monetise without spoiling Look forward full album coming adverts,1
1047,Grammys enough,1
1048,And got funkier,1
1049,The reaction drum fill face making right,1
1050,Big musical chemistry,1
1051,It feels dang good gang back together,1
1052,Que volada de peluca lpm,1
1053,With electric guitars kinda reminds super funky mariokart song times,1
1054,Can wait September thank much compositions musicianship taste groove,1
1055,I completely blown away fantastic ensemble musicians,1
1056,Okay Let hear bass clarinet bringing groove Next going need bassoon,1
1057,We want Sending love way indonesia,1
1058,The production beyond belief The mix perfect camera work exceptional playing flawless We blessed able performances like captured high quality Bravo Snarky Puppy,1
1059,You feel Mark Lettieri touch song Just great Special attention synth sound,1
1060,Its completely new sound new mood Ive heard Thank mark thanks snarky puppy,1
1061,I fear one day Snarky gonna groove hard got damn close one,1
1062,Saw Kansas City last night The first songs new album including one Must see concert They disappoint,1
1063,Damn Blastthe reprisewords fail It soars Well done Markand,1
1064,Beautiful,1
1065,They bout go church,1
1066,NARD,1
1067,years ago I told Dad I Rock n Rollhe Big Band guy told nothing R R compared Count Basie I believe Snarky Puppy music would change Dads mind would hear see evolution created whole new musical world,1
1068,They back bang,1
1069,Perfect,1
1070,I never met anyone SP music always makes feel like best friends lovers music us,1
1071,I loss words I writing comment give gem traction,1
1072,The vibe room definitely advertised Love yall,1
1073,Are really playing music Thats divinity,1
1074,This astounding piece art The musicianship writing videography colour grading This masterpiece Truly incredible,1
1075,My god,1
1076,Absolute insanity perfection I huge fan Snarky Puppy surpassed expectations music upcoming album Such unbelievable level talent camaraderie band Mark Lettieri hit home run tune rhythm section tight hell Gotta love Shaun Martin getting spiritual end A,1
1077,Nice smooth jazz,1
1078,They simply never fail Stunning,1
1079,Great cool,1
1080,We dying,1
1081,Anyone comments Jaga Jazzist fan,1
1082,,1
1083,Is sax solo sure reminds legendary solo Pink Floyd time Those low notes jumps reminiscent I mean compliment I love solo It could also underlaying harmony D,2
1084,Man money I would given room,1
1085,Wow I thought half Amazing post credits sequence,1
1086,Je vous ai attendu ans depuis curtain It ever magic usual Merci Bravo,1
1087,Hey Bill Laurence Osmose Another great fun track,1
1088,AMEN,1
1089,BOMBBBBBBBBBBBBB,1
1090,The first seconds Snarky Puppy Lovin,1
1091,What incredible group humans Love,1
1092,best snarky puppy song released,1
1093,Snarky reminding us even peaked yet,1
1094,Why oh must mostly tour Europe,1
1095,Man crowd lot white men beards bobbing heads Me white man beard bobbing head,1
1096,The praise break never happened,1
1097,good stuff many redundant instruments,1
1098,sick hell,1
1099,Snarky puppy praise break They taken church I ready,1
1100,This amazing Everyone killed,1
1101,Mike trumpet sounds absolutely unreal,1
1102,yes,1
1103,,1
1104,Fucking fantastic song love synth stab chords amazing keyboard solo end W H OMEGALUL TF IS YOU,1
1105,stanked face minutes straight,1
1106,You virtuoso maestro overlords privileged around incredible listen always,1
1107,Shaun Martin dancing clapping along vibe,1
1108,Soooooo happy yet sooooooo sad see Nard end But smile dance Fantastic,1
1109,History going Thanks bass clar,1
1110,Man great sound,2
1111,Great hear bass clarinet Fits mood perfectly,2
1112,gives major Brecker Brothers vibes,2
1113,That first groove almost like musical trust fall There something little scary dangerous still follow along Once get groove like getting beach walking jungle,1
1114,Incroyable,1
1115,crazy,1
1116,GROOVE,1
1117,Whoo hoo,2
1118,How come nobody told new Snarky Puppy album AAAAAAARRRRRHHHHHHHH,2
1119,This one best live music experiences life song arguably highlight magical evening Mark song composed beautifully thank guys gem anxiously wait whole album Going get bikes weekend jam Trinity riding paths along Trinity,1
1120,First Jefe Trinity BRAVO Mark,1
1121,,1
1122,How one get attend concerts,1
1123,OH fuck,1
1124,Just perfect,1
