,text,COMMENT_COUNT
523,got kidding worst worst thomas scotus end country turn complete rd world country cannot believe graham cannot go tell truth guess truth would end maga idiots,1
524,graham yeahhhhhh trump shut graham giggles,1
525,disgustingly predictable,1
526,course,1
527,yep lost country folks appears even courts totally trust worthy anymore,1
528,know thomas help graham wife wants inside turn election wants stop investigation,1
529,mistaken thinking chief justice recommend another justice recuse,1
530,court rotten,1
531,vote blue democracy corruption,1
532,without fear favor thomas,1
533,sure seems like justice thomas complicit probably graham testimony incriminate thomas wife hope rest supremes align thomas,1
534,guilty traitor needs rot jail rest useless life,1
535,scotus kangaroo court spread word,2
536,thomas needs recuse events associated jan,1
537,clarence thomas corrupt demonstrably biased needs recuse case involving trumputin big lie corrupt get,1
538,surprise power protects w power protect hold power always way,1
539,thomas feels wify trouble rescue justice system damned another win fascists,1
540,ol thomas abuse system,2
541,wait see spineless graham gone,1
542,,1
543,justice thomas lovely wife needs go,1
544,know better clarence wife seditious activity recuse jan th cases know better stop violating oath donald disgusting,2
545,wow trump justices work,1
546,proof corrupt supreme court time revamp suoreme court appoint new judges impeach thomas,1
547,need remove politicians supreme court suppose law oriented become political support body government collapsed effectiveness performance appears taken rogue fascist sect cult including scotus senate house willing bring fake electors constitutional process illegally anything unconstitutional behaviors conspiracy defraud united states voters,1
548,predict end democracy america,1
549,seeking justice something members supreme court want need resign,1
550,reason thomas recused case wife heavily involved lindsey graham trying georgia keep letting politicians judges lie oath keep jobs wonder people trust supreme court longer people lied oath continue give pass people criminals political system,1
551,clarence thomas masters bidding,1
552,dem losses continue lmao,2
553,corruption attracts corruption,1
554,porch bunnies,2
555,criminal supreme court,2
556,crap lindsay law,1
557,thomas corruption answered surprised least,1
558,attack nation capitol jan beginning trump mob rioters republicans working across u replace election officials trump loyalist take america november taking away women rights control bodies suppress votes attack law enforcement make america trump regime trump big lies divided america white supremacy control america like democracy depends november stand statue liberty true americans love country longer number world trump mob vote trumpocracy god almighty answer prayers devil course thomas protect republican wife involved jan riot capitol,1
559,pure justice thomashe needs recuse right nowhe thick whole election stealing scheme thru ginny justice please,1
560,thomas ruling issue given treasonous wife,1
561,wtf,1
562,corrupt supreme court ever,1
563,public servant get face corruption way sugar coat,1
564,miss lindsay saved uncle tom,1
565,thank judge blocking another perjury trap,1
566,salty libs crying mooh demoocracy,1
567,congress ought open impeachment inquiry immediately horribly corrupt individual well entire aparatus got position currently holds wife helped get job nearly enough people united states concern group like council national policy working hard ensure united states ceases constitutional republic within next election cycles nice year run american experiment collective apathy absolute intent impose fascist authoritarian rule upon us going death knell constitutional republic united states america ben warn us long ago far many americans want fascists control lives long one makes uncomfortable,1
568,corruption right face,1
569,activist court needs torn ground,1
570,well miss lindsey knows ginny buried bodies,1
571,delay delay delay much nonsense politics days,1
572,go figure corruption fascist theocrat democracy doomed,1
573,sickening like entire trump mess sickening,1
574,angry clear joke justice patriot,2
575,absolutely disgusting,1
576,going bat donnie like going bat benedict arnold,1
577,uncle thomas must impeached,1
578,course,1
579,court shown n needs dismantled whole american government corrupt people jail time,1
580,guy wife supporting insurrection stays investigation insurrection supporter worked ever happened appearance impropriety conflict interest ussc act protect legitimacy late,1
581,think thomas step,1
582,folks scotus corrupted gop done everything power ruin great country majority conservative court women lost right privacy bodies busy protecting friends clearly tried overturn democracy regardless people still voting gop even supported foreign agent english th grader bankrupted times innumerable court cases including possibly espionage still vote gop mr graham clearly acting un democratically buddy clarence thomas whose wife pro insurrectionist shielding accountability scotus needs reformed get angry vote conservative clowns office lose democracy deserved lose,1
583,must nice supreme court judge pocket block lower court order forces appear testify much equality law equality justice,1
584,aiding crime immunity immunity senators wtf,2
585,supreme court needs enema,1
586,couldnt possibly trying protect wife,1
587,gotta kidding,1
588,husdand woman actively involved insurrection gets decide testifies could go wrong,2
589,ginni made every gop criminal go sqealing strong white father court,1
590,another example sc stepped reach abrogating process laws must checks balances sc become political arm rich,1
591,uncle tom earned nickname,1
592,justice thomas corrupt core like trump thought politicians supposed working good people apparently,1
593,anybody surprised uncle tom thomas defending linsey rest traders,2
594,wait day someone starts shooting maga cocksuckers heads,1
595,judge thomas pocket compromising supreme court allows political weapon justice nobody law unless bought judge thomas recuse wife ginnis link violent insurrection january,1
596,lousy lousy,1
597,course welcome merikkka,1
598,graham found temporary safe space,1
599,surprised thoroughly partisan unscrupulous clarence thomas would bail fellow republican graham sick twisted joke supreme court become,1
600,dont block graham let get justice like rest us believe graham compromised,1
601,stinks high heavens openly brazenly appears everyone connected trump seems display criminal tendencies cabal operates impunity mob say would sad something happen nice person yes would sad thomas suffers severe stroke one wants nice man bless,1
602,surprised thomas dont want stuff landing main squeeze,1
603,fool worthy holding public office dog catcher never mind senator country real trouble narcissistic pathological liars masters sophistry like charge,1
604,shock,1
605,waste money defund court,1
606,well thats suspect hahahaha,1
607,sellout,1
608,course sighs,1
609,yet another incidence clarence thomas recusing clearly,1
610,wtf,2
611,makes interesting life country worst criminals masquerade supreme court justices,1
612,remember vote republican party corrupt,1
613,,2
614,lying people people knew deals made sorts thing,1
615,thomas compromised remove graham shielded part insurrection,1
616,anyone really surprised thomas recuse would best resigned,1
617,mr thomas blocks lindsay kinda,1
618,yeah sure thomas corrupt insurrection wife chin deep foul sauce afraid miss graham could give hint even keep non questions madame corruption thomas boiling right whatever going wild wild west great pond,1
619,thomas judge half political action team needs resign immediately currently living proof called supreme court currently illegitimate,1
620,justice thomas business making decisions related repug questioned j committee needs recuse step,1
621,fix,1
622,wife affiliated jan shouldnt near,1
623,justice thomas made great case removal supreme court,1
624,supreme court protecting criminal,1
625,figures partisan hack trump pocket,1
626,joke,1
627,well question dose graham thomas,2
628,thomas remaining supreme court protecting wife,1
629,dismantle worthless corrupt court,1
630,slightest way suspicious,1
631,anyone ever expect thomas could block subpoena mean corrupt justice country placed court surrounded corrupt justices perjured get jobs pushed court corrupt majority leader mcconnel lies deceipt frankly surprised thomas freeze subpoena also issue warrant requesting testimony jailed,1
632,supreme court part republican party world thomas considered neutral party especially matter,1
633,democrats elocute persecute,1
634,could thomas corrupt,1
635,therefore senators ever fnkn feel like justice equal,1
636,tell partisan hack puppet without telling sell toby normally kink shame something black man married white supremacist makes wonder level self hatred,1
637,well theres justice united states anymore way go thomas welcome banana republic,2
638,complete corruption,1
639,poor poor rhino hide rock,1
640,special protections people like lindsey graham supreme court,1
641,perhaps justice thomas bff ginni might directly related coup plot,1
642,get way scream corruption,1
643,corruption never ends,1
644,us supreme court joke,1
645,republicans nit americanscomfermed,1
646,probably miss graham threatened spill tea ginny guy,1
647,ginni thomas wears black robe family,1
648,right tell good needs kicked court,1
649,,1
650,stopped testimony well could info wife involved attempted coup regardless traitors held account go traitors america history books maga winning,1
651,uncle tom helping miss lindsey surprise,1
652,disgusting b_stard one cure blue tsunami,1
653,graham senator sc georiga let start,1
654,want ride capital stuff writing fair election,1
655,time supreme court justices limited terms sitting judges rock,1
656,moonbat meltdown commencing,1
657,uncle ruckus need remove supreme court,1
658,justice thomas truly corrupt go first throw jail,1
659,thomas rising protect trump,1
660,liberals made life miserable years former clerk remembered thomas years old confirmed saying according new york times going make lives miserable years,1
661,mf thomas,1
662,one law american citizens must held exact standard without exception,1
663,thomas recused issue court needs reject lindsey state court calling lindsey federal court,1
664,time cancel supreme court start new system,1
665,conflict interest bs long temporary,1
666,time put graham prison already,1
667,thomas corrupt judge us history,1
668,thomas wife tells,2
669,thomas massah needs help anything massah,1
670,course block graham would implicate wife,1
671,rd world stuff,2
672,much corruption,1
673,frontier justice coming ms lindsey justice thomas guaranteed fakkin kunts,2
674,please retire andrea,1
675,traitors sheilding traitors,1
676,doubt wears pants thomas marriage,1
677,impeach disbarr treasonous piece,1
678,mean trump lap dog like trump wet fish slimy gross,1
679,corruption supreme court justice thomas wife attempted overturn election disgrace justice thomas recused graham matter would required ethical compass never possessed,1
680,thomas corrupt americans take scotus serious anymore become joke,1
681,thomas another enabler justice anti democratic trumpets,1
682,america allow lawmakers like lyndsay graham throw votes overturn elections clear,1
683,criminals scotus,1
684,surprised,1
685,corruption continues,1
686,seriously partisan hack legislative work sticking nose another states business behalf trump,1
687,clear evidence justice clarence best friend thomas continue side us democracy rule law giving aid comfort insurrectionists destructionists gop gqp separatists infiltrators maga reich wing helping concerted effort cover crimes,1
688,americans better wake slumber corruption supreme court means country usa chaos falling destruction,1
689,uncle tom masters told get care people think starting fact,1
690,people traitors united states eventually people take care problem old fashioned way,1
691,b thomas crooked come obey laws anymore,1
692,justice sale clarence thomas corrupt,2
693,roberts think scrotus low ratings wait next poll joke,1
694,crooked clarence stepped try save ms lindsey supreme court corrupt right,1
695,guess never knew thomas actual dictator around parts,1
696,injustice thomas needs go,1
697,oh good nancy pelosi use next year say congressional testify subpoena,1
698,wow needs step,1
699,injustice thomas continues slog sewage splashing sloshing hither yon,1
700,fix,1
701,mean hmmm wonder hed,1
702,pair dirty birds clarence still judge lindsey scared talk,1
703,cowards,1
704,put thomas trial,1
705,face corruption truly disgusting america driving cliff full speed good job,1
706,corrupt,1
707,reasoning get little lindsey hook wife ginny says get pass go back criminal behavior worries got back,1
708,shame must feel guilty circling wagons,1
709,justice uncle thomas,1
710,thomas needs removed yesterday corruption showing delay delay delay used legal strategy corrupt republican party,1
711,would expect criminal judge,1
712,supreme court justice clarence thomas disgrace,1
713,hard take supreme court seriously,1
714,nothing change electoral vote abolished citizens united repealed term limits federal positions,2
715,traitor protecting traitor scratch back scratch,1
716,america dying hour wow,1
717,legislative work legitimate withstand questioning let forget employee,1
718,infuriating,1
719,conflict interest clarence,1
720,_ginni know lot things actions delineate define reveal really supports set appointment federal judge also supreme court judge recuse cases warranted needed cleaning supreme court _,1
721,impeach,1
722,allowing people walk free nothing happened deal believe talk truth whatsoever done offense crime going forth testify refusing testify telling realize done law need held accountable action,1
723,kidding,1
724,know blow notice maga goes supreme court,1
725,anyone surprised,1
726,criminal thomas,1
727,god whole country corrupt,1
728,sc loss credibility,1
729,clerence thomas needs resign impeached exceptions,2
730,thomas removed recused least watching another travesty justice effect,1
731,justice man,1
732,crooked decision,1
733,weve gotten old razzle dazzle flynn two corrupt judge decisions graham bannon last week happening things really crazy,1
734,supreme joke straight corruption wow goodbye democracy,1
735,corruption courts blatant accepted people,1
736,regard law follow laws rules us society,2
737,wow blatant partisan,1
738,,1
739,surprised bs thomas investigated justice scotus corrupt corrupt corrupt,1
740,perhaps clarence thomas actually looking opinion home,1
741,corruption bone deep gop way scotus,1
742,justice thomas impartial judge radicalized law abiding supreme court justice,1
743,would please reform supreme court begin throwing clarence thomas wife menaces society corrupt core,1
744,must ask wife rule opinion years,1
745,party law order,1
746,known injustice thomas earned,1
747,us corrupt traitor supreme judges,1
748,give insanity wonder many emails phone calls ginny lindsey addressed clarence needs removed decisions related jan th,1
749,shame,1
750,great decision justice clarence thomas,1
751,delay delay delay criminals love,1
752,clarence thomas must removed scotus,1
753,injustice thomas strikes,1
754,simple dilemma laugh american judiciary despair american judiciary wanna joke impartial scotus,1
755,comes corrupt protect corrupt,1
756,course,1
757,becoming laughing stock world go usa anything want crime pays,2
758,already begun supreme court traitor thomas giving us taste fascism corruption come,1
759,another rich well connected slug,1
760,corrupted scotus,1
761,others stated downfall supreme court justice longer respected unfortunately never respected,1
762,two tier justice republicans best friend,1
763,welcome america anything bought right price,1
764,people criminal best,1
765,justice thomas compromised removed bench,1
766,justify like seriously,1
767,saying forever justice thomas architect behind fake elector scheme justice thomas needs impeached,1
768,disgusting,1
769,block based violate speech debate clause,1
770,big surprise,1
771,party snowflakes,1
772,thomas puke,1
773,trump even brought corruption justice system,2
774,stupid people easily manipulated republicans hate education republicans easily manipulated,2
775,vote stop normalization insanity starting mslsd alphabet community ewe ped,1
776,republicans low underhanded hypocrites best,2
777,way looks like need another impeachment tout suite,1
778,roberts wonders supreme court famously noted army delgitimized,1
779,think judges highest accountability time reform,1
780,im uk permitted,1
781,supreme court become embarassment like kangaroo court,1
782,seriously trump people attempted coup thomas blocks testimony needs impeached,1
783,senator south carolina gets involved georgia elections justice gets involved delaying state right question senator justice wife texting false claims election fraud justice recuse wtf wrong nation,1
784,one insurrectionist supporter protects,1
785,start locking let please include thomas election denying wife justice reform long overdue court,1
786,course,1
787,obvious thing graham nothing wrong testify special falls thinks protest much words definitely hiding something getting sick people hiding behind office people power like trump graham presidents govenors senators representatives police held higher standard lower one,1
788,hey clarence revisit interracial marriage told bible god considers abomination unto lord find old testament close part god teaches us properly care slaves,2
789,antidemocratic lying republican fascist believe law order everyone else,1
790,love donald count enough enough chase airport love donald,1
791,past time thomas impeached maga conservatives business making anymore legal decisions us sane americans desire removed immediately wishful thinking behalf,1
792,blatant blatant,1
793,anything trump officials showing americans broken bias justice system us citizens ignore supeona dictate cases going play use phone judge lifeline mention continuance lawyer judge get laughed court gets continuance point trumps crimes want know doj holding folks standards justice would dispensed preferred treatment type justice stop,1
794,justice newly de legitimised sc,1
795,trans man eat salads herbefore,1
796,course crap getting old,1
797,useless scotus judge ever,1
798,time tool known clarence thomas impeached protecting crazy deluded wife bull,2
799,thomas recused self anyway,1
800,wow,1
801,looks like lindsay got uncle,1
802,doesnt matter testifies case,1
803,wow thomas corrupted disgusting interference legitimate subpoena,1
804,oh dear biden something,1
805,trump rallies sell stadiums,1
806,guess thomas hates witch hunts hates kangaroo courts maga trump,1
807,scotus political move issue thomas personally involved noless,1
808,justice thomas recuse investigation involving election interference wife ginni middle,1
809,course ginney prob gave something special night,1
810,come snowflakes let cry,1
811,vote bill clinton,1
812,follow anything supreme court says court clearly rules basically system used keep people line desires wealthy powerful screw honestly country showing nothing wizard oz fake bull dumb enough fear follow,1
813,,1
814,havent seen democrats mad since yesterday,2
815,nice skirt justice thomas,3
816,justice,2
817,supreme corruption court,1
818,excuses,1
819,noticed want run supreme court,1
820,corruption,1
821,thomas best,1
822,bird hand,3
823,america corrupt shocking,1
824,rich well connected people anything proof,1
825,happen thomas removed supreme court justice,1
826,nbc top stories youtube today trump wonder network failing spectacularly,1
827,nazi coming,1
828,get ticket commit criminal offense misdemeanor per se shrug shoulders legal system remind hey right nothing come right,1
829,corruption,1
830,bullsht,1
831,scotus needs recuse thomas force disqualified case many,1
832,lied congressional committee confirmation investigated prosecuted doj congress impeach remove office,1
833,surprised confederate southern ladies ginni lindsey stay together vote blue,1
834,pays,1
835,corrupt judge thomas needs resign,1
836,justice thomas impeached interference matter lindsey graham legal reason make phone call,1
837,knows wife name come simple,1
838,delay delay delay one person world could done without trump see nothing positive connected trump sad person given everything life could become honor sad children world,1
839,v e b l u e,1
840,donald expendable lindsey lindsey know might get trouble clarence,1
841,blatant corruption thomas never allowed near sc,1
842,blatantly corrupt recused bc crazy wife involvement entire thing smdh,1
843,shameful country corrupt way top,1
844,guess justice thomas determined overturn united states legal system thereby u must great supreme court pocket,1
845,hmm wonder said testimony ginni,1
846,government crinmaly insane trapped sheep lead slater house,1
847,outrageous thomas must removed scotus disbarred purely political bias part thomas,1
848,youtube show amount dislikes reflection election results,2
849,snowflake liar coward,1
850,based supreme court political utterly corrupt doomed,1
851,days tables turned truth,2
852,thomas people part problems,1
853,america democracy corruption every piece entity,2
854,msnbc wgar heppened big plans assist dems nothing working days left maybe try trump give yoiur viewers trump swallow,1
855,never cheat wink wink nudge nudge democrats,2
856,republicans stand america way,1
857,pedo peter,1
858,justice thomas needs impeached graham need involved georgia elections injustice justice,1
859,still supreme court,1
860,silly hold long run keep running graham,1
861,wow surprise thomas trumps business,1
862,wtf integrity court truly damaged kind rulings questionable people recusing,1
863,key stone courts,1
864,wow america corrupt dictatorship world unbelievable,2
865,thanks democrat administration voters world peril say thanks lot msnbc pushes propaganda,1
866,uncle ruckus strikes,1
867,ginni clarence thomas could go history bring downfall supreme court justice,2
868,corruption country everywhere right open good men left glad canadian,1
869,lindsey call states one trump called,1
870,thomas removed declarewd imparcial cause wife involment interfering election part whole jan grahm chicken antone else would charge justis onthe system thomas sounds like involved graham blackmailing something fishy,1
871,surprised,1
872,rise march demand justice,1
873,thought fake news story published onion well,1
874,justice thomas proves impartial juror,1
875,assumed system checks balances would prevent anything like ever happening well would appear case deal open evidentiary ethical lawful manner real lasting consequences done long thomas court,2
876,clarence thomas clearly impartial justice longer ridiculous thomas needs impeached,1
877,im shocked,1
878,anyone surprised thomas graham demanded anyone,1
879,thomas needs go,1
880,clarence thomas traitor,1
881,thomas spook sits door ralph ellison invisible man,2
882,clearer indication america aristocrat class held laws ordinary people,1
883,total bs come america hey going thomas,1
884,apparently thomas likes republicans laws,1
885,impeach,1
886,shocking crooked judge helping crooked politician ignore law sure never spoke word wacko cultist wife,1
887,corrupt f come man,1
888,joke,1
889,already know justice thomas like uppity black women like professor anita hill da fani willis,1
890,supreme court credibility people stop acting like decisions clearly corrupt made,1
891,long clarence thomas still court wife involved court always compromised,1
892,garbage people gotta stick together suppose especially one married someone actively participated j,1
893,thomas dirty,1
894,course homie block lindseys testimonyhe needs protect mamas name disclosed voter fraud,1
895,recuse wife also contacted gerogia state officials protecting wife lindsay graham flipping becoming state witness,1
896,opinion thomas trying defend maga trump plain simple look wife man tossed,1
897,conflict interest conflict interest occurs entity individual becomes unreliable clash personal self serving interests professional duties responsibilities conflict occurs company person avested interestsuch money status knowledge relationships reputationwhich puts question whether actions judgment decision making unbiased,1
898,call corruption justice thomas,1
899,blessings brandon highest inflation years pledging american tax dollars proxy war ukraine,1
900,absolute travesty justice impeach remove recuse thomas hes threat nation democracy,3
901,disgusting thomas impeached indicted role jan th w wife loopholes must closed,1
902,remember everything done dark eventually see light day,1
903,thomas needs go,1
904,thomas totally compromised political hack insurrection supporter wife lost respect court trump managed pack partisan political hacks adhere ethics precedent constitution,1
905,white men law anyone else persons color poor whites would jail long ago,2
906,wow leave states comes taking rights away seeking justice states kneel justice thomas injustice thomas guy narrowly got voted supreme court slimmest margin century year experience single handedly changing course justice america democracy weaker today,1
907,herschel walker reminds clarence thomas,3
908,supreme court christo fascist tribunal,1
909,fckn traitor protecting traitor,1
910,definitely time criminal justice reform lets start criminals top stop letting politicians rich get away criminal activity,3
911,clarence thomas reminds herschel walker,3
912,thank goodness strong black men elected democracy like justice thomas making types decisions great diversity,1
913,wow question thomas corruption answered,1
914,giddy ginny ginni however spell fat horses name,3
915,clarence blocking graham clarences wife involved insurrection americans furious,1
916,corrupt see look yo word,1
917,call preferential treatment big time,1
918,revolution,1
919,rats stick together,1
920,absolute travesty justice impeach remove recuse thomas hes threat nation democracy,3
